Timestamp	Rule	Class	NumRules	NumVars	Acc	AUC	CONF	Cov	FPR	G-Mean	GR	GR_Pct	Jacc	SuppDiff	Supp	TNR	TPR	WRAcc	WRAcc_Norm
77.000000	1	class1	------	3.000000	0.572800	0.539608	0.745665	0.069200	0.032665	0.328979	3.425116	1.000000	0.107769	0.079217	0.051600	0.967335	0.111882	0.019685	0.539608	
77.000000	2	class1	------	2.000000	0.541200	0.504101	0.555556	0.021600	0.017817	0.159861	1.460321	1.000000	0.025489	0.008202	0.012000	0.982183	0.026019	0.002038	0.504101	
77.000000	3	class1	------	3.000000	0.537600	0.498949	0.200000	0.002000	0.002970	0.029406	0.292064	0.000000	0.000864	-0.002102	0.000400	0.997030	0.000867	-0.000522	0.498949	
77.000000	4	class2	------	3.000000	0.475200	0.508308	0.594595	0.074000	0.065048	0.276317	1.255432	1.000000	0.077356	0.016615	0.044000	0.934952	0.081663	0.004129	0.508308	
------	------	------	5.000000	2.800000	0.533040	0.510281	0.515459	0.035520	0.025779	0.180039	1.503549	0.800000	0.044524	0.020563	0.022640	0.974221	0.046341	0.005110	0.510281	
78.000000	0	class1	------	2.000000	0.547600	0.509765	0.526012	0.069200	0.060294	0.273882	1.323920	1.000000	0.074468	0.019530	0.036400	0.939706	0.079825	0.004845	0.509765	
78.000000	1	class1	------	2.000000	0.512800	0.513397	0.469146	0.505600	0.493382	0.513352	1.054305	1.000000	0.327443	0.026793	0.237200	0.506618	0.520175	0.006646	0.513397	
78.000000	2	class1	------	3.000000	0.509600	0.509746	0.465655	0.500800	0.491912	0.509743	1.039624	1.000000	0.322278	0.019492	0.233200	0.508088	0.511404	0.004835	0.509746	
78.000000	3	class1	------	2.000000	0.591600	0.561062	0.661247	0.147600	0.091912	0.440866	2.328702	1.000000	0.192885	0.122123	0.097600	0.908088	0.214035	0.030294	0.561062	
78.000000	4	class1	------	2.000000	0.546800	0.504347	0.581395	0.017200	0.013235	0.147104	1.656920	1.000000	0.021589	0.008695	0.010000	0.986765	0.021930	0.002157	0.504347	
78.000000	5	class1	------	3.000000	0.542400	0.500871	0.471429	0.028000	0.027206	0.167809	1.064011	1.000000	0.028037	0.001741	0.013200	0.972794	0.028947	0.000432	0.500871	
78.000000	6	class1	------	10.000000	0.543200	0.499619	0.416667	0.004800	0.005147	0.066056	0.852130	0.000000	0.004359	-0.000761	0.002000	0.994853	0.004386	-0.000189	0.499619	
78.000000	7	class2	------	2.000000	0.465200	0.503348	0.568862	0.066800	0.063158	0.255815	1.106005	1.000000	0.066341	0.006695	0.038000	0.936842	0.069853	0.001661	0.503348	
78.000000	8	class2	------	3.000000	0.477600	0.509636	0.578947	0.136800	0.126316	0.356648	1.152574	1.000000	0.131649	0.019272	0.079200	0.873684	0.145588	0.004781	0.509636	
78.000000	9	class2	------	2.000000	0.509600	0.509746	0.553686	0.499200	0.488596	0.509743	1.039893	1.000000	0.360459	0.019492	0.276400	0.511404	0.508088	0.004835	0.509746	
78.000000	10	class2	------	2.000000	0.456000	0.498581	0.500000	0.016000	0.017544	0.120199	0.838235	0.000000	0.014493	-0.002838	0.008000	0.982456	0.014706	-0.000704	0.498581	
78.000000	11	class2	------	2.000000	0.495600	0.496027	0.540016	0.494800	0.499123	0.496003	0.984079	0.000000	0.346293	-0.007946	0.267200	0.500877	0.491176	-0.001971	0.496027	
78.000000	12	class2	------	3.000000	0.471600	0.509372	0.608939	0.071600	0.061404	0.274273	1.305252	1.000000	0.076224	0.018744	0.043600	0.938596	0.080147	0.004650	0.509372	
------	------	------	13.000000	2.923077	0.513046	0.509655	0.534000	0.196800	0.187633	0.317807	1.211204	0.769231	0.151271	0.019310	0.103231	0.812367	0.206943	0.004790	0.509655	
79.000000	0	class1	------	3.000000	0.544800	0.502691	0.875000	0.003200	0.000737	0.078194	8.297203	1.000000	0.006114	0.005381	0.002800	0.999263	0.006119	0.001336	0.502691	
79.000000	1	class2	------	4.000000	0.462000	0.503851	0.823529	0.006800	0.002622	0.101476	3.937070	1.000000	0.010302	0.007702	0.005600	0.997378	0.010324	0.001912	0.503851	
------	------	------	2.000000	3.500000	0.503400	0.503271	0.849265	0.005000	0.001680	0.089835	6.117136	1.000000	0.008208	0.006542	0.004200	0.998320	0.008222	0.001624	0.503271	
80.000000	0	class1	------	4.000000	0.552800	0.498375	0.333333	0.007200	0.008646	0.073137	0.624101	0.000000	0.005338	-0.003250	0.002400	0.991354	0.005396	-0.000803	0.498375	
80.000000	1	class2	------	3.000000	0.459200	0.511895	0.800000	0.024000	0.010791	0.184957	3.204611	1.000000	0.034286	0.023791	0.019200	0.989209	0.034582	0.005875	0.511895	
------	------	------	2.000000	3.500000	0.506000	0.505135	0.566667	0.015600	0.009718	0.129047	1.914356	0.500000	0.019812	0.010270	0.010800	0.990282	0.019989	0.002536	0.505135	
81.000000	0	class1	------	2.000000	0.539600	0.509544	0.530387	0.072400	0.063528	0.278151	1.300476	1.000000	0.076985	0.019089	0.038400	0.936472	0.082616	0.004748	0.509544	
81.000000	1	class2	------	3.000000	0.468800	0.503284	0.692308	0.010400	0.006885	0.115587	1.954036	1.000000	0.013373	0.006568	0.007200	0.993115	0.013453	0.001634	0.503284	
------	------	------	2.000000	2.500000	0.504200	0.506414	0.611347	0.041400	0.035206	0.196869	1.627256	1.000000	0.045179	0.012828	0.022800	0.964794	0.048035	0.003191	0.506414	
82.000000	0	class1	------	10.000000	0.550000	0.496477	0.083333	0.004800	0.007942	0.029828	0.112923	0.000000	0.000888	-0.007045	0.000400	0.992058	0.000897	-0.001741	0.496477	
82.000000	1	class2	------	3.000000	0.468400	0.520217	1.000000	0.022400	0.000000	0.201080	INFINITY	1.000000	0.040433	0.040433	0.022400	1.000000	0.040433	0.009990	0.520217	
------	------	------	2.000000	6.500000	0.509200	0.508347	0.541667	0.013600	0.003971	0.115454	INFINITY	0.500000	0.020661	0.016694	0.011400	0.996029	0.020665	0.004125	0.508347	
83.000000	0	class1	------	4.000000	0.544000	0.520645	0.980392	0.020400	0.000763	0.204988	55.130362	1.000000	0.042017	0.041289	0.020000	0.999237	0.042052	0.010298	0.520645	
83.000000	1	class2	------	3.000000	0.495200	0.518688	1.000000	0.019600	0.000000	0.193329	INFINITY	1.000000	0.037376	0.037376	0.019600	1.000000	0.037376	0.009322	0.518688	
------	------	------	2.000000	3.500000	0.519600	0.519666	0.990196	0.020000	0.000381	0.199158	INFINITY	1.000000	0.039696	0.039333	0.019800	0.999619	0.039714	0.009810	0.519666	
84.000000	0	class1	------	4.000000	0.570800	0.519096	0.937500	0.019200	0.002166	0.200677	18.632287	1.000000	0.040250	0.038193	0.018000	0.997834	0.040359	0.009437	0.519096	
84.000000	1	class2	------	3.000000	0.465200	0.517329	1.000000	0.019200	0.000000	0.186164	INFINITY	1.000000	0.034657	0.034657	0.019200	1.000000	0.034657	0.008563	0.517329	
------	------	------	2.000000	3.500000	0.518000	0.518212	0.968750	0.019200	0.001083	0.193421	INFINITY	1.000000	0.037454	0.036425	0.018600	0.998917	0.037508	0.009000	0.518212	
85.000000	0	class1	------	3.000000	0.536400	0.517334	0.750000	0.032000	0.015373	0.221974	3.255213	1.000000	0.049221	0.034669	0.024000	0.984627	0.050042	0.008653	0.517334	
85.000000	1	class1	------	3.000000	0.517200	0.497187	0.333333	0.009600	0.012298	0.081180	0.542535	0.000000	0.006584	-0.005626	0.003200	0.987702	0.006672	-0.001404	0.497187	
85.000000	2	class1	------	11.000000	0.517200	0.496991	0.166667	0.004800	0.007686	0.040685	0.217014	0.000000	0.001654	-0.006018	0.000800	0.992314	0.001668	-0.001502	0.496991	
85.000000	3	class1	------	2.000000	0.524800	0.505241	0.607843	0.020400	0.015373	0.159554	1.681860	1.000000	0.025431	0.010482	0.012400	0.984627	0.025855	0.002616	0.505241	
85.000000	4	class1	------	3.000000	0.520800	0.501267	0.509434	0.021200	0.019985	0.148555	1.126804	1.000000	0.022041	0.002534	0.010800	0.980015	0.022519	0.000632	0.501267	
85.000000	5	class1	------	2.000000	0.556800	0.539714	0.728643	0.079600	0.041507	0.340462	2.913616	1.000000	0.115722	0.079428	0.058000	0.958493	0.120934	0.019824	0.539714	
85.000000	6	class2	------	3.000000	0.503200	0.522675	1.000000	0.023600	0.000000	0.212955	INFINITY	1.000000	0.045350	0.045350	0.023600	1.000000	0.045350	0.011319	0.522675	
------	------	------	7.000000	3.857143	0.525200	0.511487	0.585131	0.027314	0.016032	0.172195	INFINITY	0.714286	0.038000	0.022974	0.018971	0.983968	0.039006	0.005734	0.511487	
86.000000	0	class1	------	10.000000	0.524000	0.503128	0.684211	0.007600	0.004605	0.103973	2.358535	1.000000	0.010806	0.006256	0.005200	0.995395	0.010860	0.001561	0.503128	
86.000000	1	class2	------	3.000000	0.493600	0.514198	1.000000	0.014800	0.000000	0.168511	INFINITY	1.000000	0.028396	0.028396	0.014800	1.000000	0.028396	0.007086	0.514198	
------	------	------	2.000000	6.500000	0.508800	0.508663	0.842105	0.011200	0.002302	0.136242	INFINITY	1.000000	0.019601	0.017326	0.010000	0.997698	0.019628	0.004324	0.508663	
87.000000	0	class1	------	12.000000	0.532000	0.499781	0.428571	0.002800	0.003005	0.050582	0.853935	0.000000	0.002558	-0.000439	0.001200	0.996995	0.002566	-0.000109	0.499781	
87.000000	1	class2	------	1.000000	0.508800	0.532342	0.648415	0.138800	0.104363	0.389106	1.619792	1.000000	0.154852	0.064683	0.090000	0.895637	0.169046	0.016103	0.532342	
87.000000	2	class2	------	3.000000	0.486800	0.518032	1.000000	0.019200	0.000000	0.189903	INFINITY	1.000000	0.036063	0.036063	0.019200	1.000000	0.036063	0.008978	0.518032	
------	------	------	3.000000	5.333333	0.509200	0.516718	0.692329	0.053600	0.035789	0.209864	INFINITY	0.666667	0.064491	0.033436	0.036800	0.964211	0.069225	0.008324	0.516718	
88.000000	0	class1	------	3.000000	0.557200	0.520983	0.747253	0.036400	0.017062	0.240875	3.459541	1.000000	0.057872	0.041965	0.027200	0.982938	0.059028	0.010427	0.520983	
88.000000	1	class2	------	3.000000	0.482000	0.519659	1.000000	0.021200	0.000000	0.198286	INFINITY	1.000000	0.039318	0.039318	0.021200	1.000000	0.039318	0.009769	0.519659	
------	------	------	2.000000	3.000000	0.519600	0.520321	0.873626	0.028800	0.008531	0.219581	INFINITY	1.000000	0.048595	0.040641	0.024200	0.991469	0.049173	0.010098	0.520321	
89.000000	0	class1	------	3.000000	0.550400	0.503556	0.684211	0.007600	0.004383	0.106976	2.622605	1.000000	0.011434	0.007111	0.005200	0.995617	0.011494	0.001762	0.503556	
89.000000	1	class1	------	3.000000	0.549200	0.505073	0.522222	0.036000	0.031410	0.200626	1.323032	1.000000	0.040034	0.010146	0.018800	0.968590	0.041556	0.002514	0.505073	
89.000000	2	class2	------	2.000000	0.461600	0.507247	0.716981	0.021200	0.013263	0.165497	2.092915	1.000000	0.027457	0.014495	0.015200	0.986737	0.027757	0.003591	0.507247	
------	------	------	3.000000	2.666667	0.520400	0.505292	0.641138	0.021600	0.016352	0.157700	2.012851	1.000000	0.026308	0.010584	0.013067	0.983648	0.026936	0.002622	0.505292	
90.000000	0	class1	------	3.000000	0.534800	0.508125	0.913043	0.009200	0.001517	0.133190	11.708122	1.000000	0.017736	0.016249	0.008400	0.998483	0.017766	0.004050	0.508125	
90.000000	1	class2	------	3.000000	0.474000	0.501094	0.800000	0.002000	0.000846	0.055067	3.587253	1.000000	0.003033	0.002189	0.001600	0.999154	0.003035	0.000546	0.501094	
------	------	------	2.000000	3.000000	0.504400	0.504609	0.856522	0.005600	0.001182	0.094128	7.647688	1.000000	0.010385	0.009219	0.005000	0.998818	0.010401	0.002298	0.504609	
91.000000	0	class1	------	4.000000	0.527600	0.496996	0.400000	0.022000	0.024812	0.135414	0.757835	0.000000	0.018288	-0.006009	0.008800	0.975188	0.018803	-0.001496	0.496996	
91.000000	1	class2	------	5.000000	0.471600	0.503383	1.000000	0.003600	0.000000	0.082261	INFINITY	1.000000	0.006767	0.006767	0.003600	1.000000	0.006767	0.001685	0.503383	
------	------	------	2.000000	4.500000	0.499600	0.500190	0.700000	0.012800	0.012406	0.108837	INFINITY	0.500000	0.012527	0.000379	0.006200	0.987594	0.012785	0.000094	0.500190	
92.000000	0	class1	------	2.000000	0.557600	0.503204	0.519231	0.020800	0.017960	0.154695	1.356823	1.000000	0.023831	0.006408	0.010800	0.982040	0.024368	0.001581	0.503204	
92.000000	1	class1	------	12.000000	0.555200	0.499024	0.357143	0.005600	0.006466	0.066959	0.697954	0.000000	0.004476	-0.001953	0.002000	0.993534	0.004513	-0.000482	0.499024	
92.000000	2	class1	------	3.000000	0.535200	0.495703	0.429319	0.152800	0.156609	0.353319	0.945120	0.000000	0.123680	-0.008595	0.065600	0.843391	0.148014	-0.002121	0.495703	
92.000000	3	class1	------	2.000000	0.522000	0.522426	0.465283	0.501200	0.481322	0.522412	1.093184	1.000000	0.327897	0.044851	0.233200	0.518678	0.526173	0.011068	0.522426	
92.000000	4	class1	------	3.000000	0.509200	0.510839	0.453624	0.513200	0.503592	0.510636	1.043048	1.000000	0.321725	0.021679	0.232800	0.496408	0.525271	0.005350	0.510839	
92.000000	5	class1	------	3.000000	0.555600	0.516784	0.496164	0.156400	0.141523	0.387700	1.237186	1.000000	0.148659	0.033567	0.077600	0.858477	0.175090	0.008284	0.516784	
92.000000	6	class1	------	2.000000	0.538400	0.498208	0.437158	0.146400	0.147989	0.350762	0.975781	0.000000	0.121766	-0.003584	0.064000	0.852011	0.144404	-0.000884	0.498208	
92.000000	7	class1	------	3.000000	0.542000	0.514698	0.471318	0.258000	0.244971	0.455144	1.120002	1.000000	0.209800	0.029397	0.121600	0.755029	0.274368	0.007254	0.514698	
92.000000	8	class1	------	2.000000	0.558400	0.511380	0.509434	0.084800	0.074713	0.300317	1.304638	1.000000	0.089109	0.022760	0.043200	0.925287	0.097473	0.005617	0.511380	
92.000000	9	class2	------	3.000000	0.462400	0.517241	1.000000	0.019200	0.000000	0.185695	INFINITY	1.000000	0.034483	0.034483	0.019200	1.000000	0.034483	0.008509	0.517241	
------	------	------	10.000000	3.500000	0.533600	0.508951	0.513867	0.185840	0.177514	0.328764	INFINITY	0.700000	0.140542	0.017901	0.087000	0.822486	0.195416	0.004418	0.508951	
93.000000	0	class1	------	12.000000	0.558800	0.502363	0.625000	0.006400	0.004307	0.094839	2.097260	1.000000	0.008985	0.004726	0.004000	0.995693	0.009033	0.001166	0.502363	
93.000000	1	class2	------	3.000000	0.468000	0.522613	1.000000	0.025200	0.000000	0.212664	INFINITY	1.000000	0.045226	0.045226	0.025200	1.000000	0.045226	0.011159	0.522613	
93.000000	2	class2	------	3.000000	0.474400	0.524647	0.748428	0.063600	0.036134	0.286950	2.364196	1.000000	0.083043	0.049293	0.047600	0.963866	0.085427	0.012162	0.524647	
93.000000	3	class2	------	3.000000	0.464800	0.515198	0.679739	0.061200	0.044264	0.267122	1.686684	1.000000	0.072122	0.030395	0.041600	0.955736	0.074659	0.007499	0.515198	
------	------	------	4.000000	5.250000	0.491500	0.516205	0.763292	0.039100	0.021176	0.215394	INFINITY	1.000000	0.052344	0.032410	0.029600	0.978824	0.053586	0.007997	0.516205	
94.000000	0	class1	------	4.000000	0.526800	0.503134	0.705882	0.006800	0.003817	0.100227	2.642017	1.000000	0.010042	0.006267	0.004800	0.996183	0.010084	0.001563	0.503134	
94.000000	1	class2	------	3.000000	0.493600	0.516794	1.000000	0.017600	0.000000	0.183270	INFINITY	1.000000	0.033588	0.033588	0.017600	1.000000	0.033588	0.008378	0.516794	
------	------	------	2.000000	3.500000	0.510200	0.509964	0.852941	0.012200	0.001908	0.141749	INFINITY	1.000000	0.021815	0.019928	0.011200	0.998092	0.021836	0.004970	0.509964	
95.000000	0	class1	------	2.000000	0.484800	0.474120	0.426966	0.249200	0.273983	0.401668	0.811080	0.000000	0.171171	-0.051761	0.106400	0.726017	0.222222	-0.012917	0.474120	
95.000000	1	class1	------	2.000000	0.534800	0.524057	0.527687	0.245600	0.222563	0.458731	1.216178	1.000000	0.217888	0.048113	0.129600	0.777437	0.270677	0.012007	0.524057	
95.000000	2	class1	------	2.000000	0.586000	0.571509	0.708763	0.155200	0.086723	0.458058	2.649138	1.000000	0.209924	0.143018	0.110000	0.913277	0.229741	0.035690	0.571509	
95.000000	3	class1	------	2.000000	0.536400	0.516213	0.827586	0.023200	0.007675	0.199481	5.225063	1.000000	0.039768	0.032426	0.019200	0.992325	0.040100	0.008092	0.516213	
95.000000	4	class1	------	2.000000	0.525200	0.507337	0.525510	0.078400	0.071374	0.282678	1.205604	1.000000	0.079845	0.014675	0.041200	0.928626	0.086048	0.003662	0.507337	
95.000000	5	class2	------	3.000000	0.503200	0.523408	1.000000	0.024400	0.000000	0.216368	INFINITY	1.000000	0.046815	0.046815	0.024400	1.000000	0.046815	0.011683	0.523408	
------	------	------	6.000000	2.166667	0.528400	0.519440	0.669419	0.129333	0.110386	0.336164	INFINITY	0.833333	0.127569	0.038881	0.071800	0.889614	0.149267	0.009703	0.519440	
96.000000	0	class1	------	2.000000	0.558000	0.509511	0.711111	0.018000	0.009448	0.167931	3.013414	1.000000	0.028144	0.019022	0.012800	0.990552	0.028470	0.004707	0.509511	
96.000000	1	class2	------	3.000000	0.472000	0.520349	1.000000	0.022400	0.000000	0.201737	INFINITY	1.000000	0.040698	0.040698	0.022400	1.000000	0.040698	0.010071	0.520349	
------	------	------	2.000000	2.500000	0.515000	0.514930	0.855556	0.020200	0.004724	0.184834	INFINITY	1.000000	0.034421	0.029860	0.017600	0.995276	0.034584	0.007389	0.514930	
97.000000	0	class1	------	3.000000	0.521600	0.522151	0.482185	0.505200	0.484804	0.522104	1.091380	1.000000	0.337396	0.044302	0.243600	0.515196	0.529105	0.011006	0.522151	
97.000000	1	class1	------	3.000000	0.538400	0.499908	0.457143	0.014000	0.014085	0.117069	0.986968	0.000000	0.013675	-0.000184	0.006400	0.985915	0.013901	-0.000046	0.499908	
97.000000	2	class1	------	2.000000	0.528400	0.508112	0.476974	0.243200	0.235730	0.438818	1.068827	1.000000	0.197413	0.016225	0.116000	0.764270	0.251955	0.004031	0.508112	
97.000000	3	class1	------	2.000000	0.535600	0.497633	0.403846	0.020800	0.022980	0.133513	0.793952	0.000000	0.017766	-0.004735	0.008400	0.977020	0.018245	-0.001176	0.497633	
97.000000	4	class1	------	3.000000	0.588000	0.559768	0.674352	0.138800	0.083766	0.431592	2.427024	1.000000	0.185127	0.119536	0.093600	0.916234	0.203301	0.029696	0.559768	
97.000000	5	class1	------	3.000000	0.540000	0.501263	0.518519	0.010800	0.009637	0.109755	1.262180	1.000000	0.012027	0.002527	0.005600	0.990363	0.012163	0.000628	0.501263	
97.000000	6	class1	------	3.000000	0.566000	0.532178	0.687500	0.070400	0.040771	0.317553	2.578454	1.000000	0.100332	0.064355	0.048400	0.959229	0.105126	0.015988	0.532178	
97.000000	7	class1	------	1.000000	0.484800	0.485692	0.446526	0.512400	0.525574	0.485562	0.945554	0.000000	0.307527	-0.028615	0.228800	0.474426	0.496959	-0.007109	0.485692	
97.000000	8	class1	------	3.000000	0.540800	0.502833	0.529412	0.020400	0.017791	0.151791	1.318527	1.000000	0.022979	0.005667	0.010800	0.982209	0.023458	0.001408	0.502833	
97.000000	9	class2	------	3.000000	0.484400	0.522239	1.000000	0.024000	0.000000	0.210897	INFINITY	1.000000	0.044477	0.044477	0.024000	1.000000	0.044477	0.011050	0.522239	
------	------	------	10.000000	2.600000	0.532800	0.513178	0.567646	0.156000	0.143514	0.291865	INFINITY	0.700000	0.123872	0.026355	0.078560	0.856486	0.169869	0.006548	0.513178	
98.000000	0	class1	------	3.000000	0.554000	0.508774	0.725000	0.016000	0.008047	0.159342	3.180855	1.000000	0.025350	0.017549	0.011600	0.991953	0.025596	0.004349	0.508774	
98.000000	1	class2	------	3.000000	0.474800	0.519751	1.000000	0.021600	0.000000	0.198753	INFINITY	1.000000	0.039503	0.039503	0.021600	1.000000	0.039503	0.009789	0.519751	
------	------	------	2.000000	3.000000	0.514400	0.514263	0.862500	0.018800	0.004023	0.179047	INFINITY	1.000000	0.032426	0.028526	0.016600	0.995977	0.032549	0.007069	0.514263	
99.000000	0	class1	------	4.000000	0.538400	0.499700	0.437500	0.006400	0.006677	0.077691	0.910108	0.000000	0.006029	-0.000600	0.002800	0.993323	0.006076	-0.000149	0.499700	
99.000000	1	class1	------	5.000000	0.540000	0.500868	1.000000	0.000800	0.000000	0.041667	INFINITY	1.000000	0.001736	0.001736	0.000800	1.000000	0.001736	0.000431	0.500868	
99.000000	2	class1	------	4.000000	0.539200	0.500063	0.500000	0.000800	0.000742	0.029452	1.170139	1.000000	0.000867	0.000126	0.000400	0.999258	0.000868	0.000031	0.500063	
99.000000	3	class2	------	3.000000	0.478400	0.516320	1.000000	0.017600	0.000000	0.180668	INFINITY	1.000000	0.032641	0.032641	0.017600	1.000000	0.032641	0.008110	0.516320	
------	------	------	4.000000	4.000000	0.524000	0.504238	0.734375	0.006400	0.001855	0.082369	INFINITY	0.750000	0.010318	0.008476	0.005400	0.998145	0.010330	0.002106	0.504238	
100.000000	0	class1	------	3.000000	0.544400	0.504447	0.516129	0.037200	0.033137	0.201590	1.268418	1.000000	0.040438	0.008895	0.019200	0.966863	0.042032	0.002207	0.504447	
