Timestamp	Rule	Class	NumRules	NumVars	Acc	AUC	CONF	Cov	FPR	G-Mean	GR	GR_Pct	Jacc	SuppDiff	Supp	TNR	TPR	WRAcc	WRAcc_Norm
93.000000	2	class1	------	3.000000	0.554600	0.515162	0.557084	0.072700	0.058942	0.289835	1.514473	1.000000	0.083350	0.030324	0.040500	0.941058	0.089266	0.007516	0.515162	
93.000000	3	class1	------	2.000000	0.533500	0.509692	0.473554	0.242000	0.233205	0.440096	1.083123	1.000000	0.197212	0.019385	0.114600	0.766795	0.252590	0.004805	0.509692	
93.000000	4	class1	------	3.000000	0.529600	0.495045	0.434407	0.127300	0.131796	0.325304	0.924815	0.000000	0.105193	-0.009909	0.055300	0.868204	0.121887	-0.002456	0.495045	
93.000000	5	class1	------	1.000000	0.533600	0.500220	0.454480	0.139500	0.139301	0.346805	1.003153	1.000000	0.119668	0.000439	0.063400	0.860699	0.139740	0.000109	0.500220	
93.000000	6	class1	------	3.000000	0.516100	0.516351	0.469872	0.501200	0.486363	0.516344	1.067239	1.000000	0.327356	0.032703	0.235500	0.513637	0.519065	0.008106	0.516351	
93.000000	7	class1	------	1.000000	0.535500	0.503023	0.463758	0.149000	0.146257	0.360594	1.041343	1.000000	0.129498	0.006047	0.069100	0.853743	0.152303	0.001499	0.503023	
93.000000	8	class2	------	3.000000	0.462700	0.508069	0.916667	0.010800	0.001984	0.134484	9.135457	1.000000	0.018092	0.016138	0.009900	0.998016	0.018122	0.004000	0.508069	
93.000000	9	class2	------	3.000000	0.470200	0.514523	0.863436	0.022700	0.006833	0.188766	5.250878	1.000000	0.035675	0.029045	0.019600	0.993167	0.035878	0.007199	0.514523	
93.000000	10	class2	------	2.000000	0.482800	0.516117	0.602682	0.141700	0.124091	0.370035	1.259758	1.000000	0.141719	0.032234	0.085400	0.875909	0.156324	0.007989	0.516117	
93.000000	11	class2	------	2.000000	0.479700	0.519668	0.685185	0.070200	0.048711	0.289410	1.807550	1.000000	0.084624	0.039336	0.048100	0.951289	0.088047	0.009750	0.519668	
93.000000	12	class2	------	3.000000	0.466500	0.505738	0.583333	0.076800	0.070531	0.276084	1.162694	1.000000	0.077468	0.011475	0.044800	0.929469	0.082006	0.002844	0.505738	
93.000000	13	class2	------	3.000000	0.457600	0.503476	0.897959	0.004900	0.001102	0.089696	7.308365	1.000000	0.008047	0.006952	0.004400	0.998898	0.008054	0.001723	0.503476	
------	------	------	14.000000	2.571429	0.510150	0.509809	0.661282	0.113564	0.103770	0.284246	4.828439	0.928571	0.099422	0.019618	0.058550	0.896230	0.123387	0.004862	0.509809	
94.000000	0	class1	------	2.000000	0.601500	0.565899	0.677397	0.142900	0.083696	0.444363	2.574712	1.000000	0.195437	0.131798	0.096800	0.916304	0.215494	0.032609	0.565899	
94.000000	1	class1	------	2.000000	0.549500	0.512699	0.495238	0.136500	0.125091	0.362857	1.203044	1.000000	0.130477	0.025399	0.067600	0.874909	0.150490	0.006284	0.512699	
94.000000	2	class2	------	3.000000	0.457100	0.506904	0.876190	0.010500	0.002894	0.129053	5.771521	1.000000	0.016664	0.013809	0.009200	0.997106	0.016703	0.003417	0.506904	
------	------	------	3.000000	2.333333	0.536033	0.528501	0.682942	0.096633	0.070560	0.312091	3.183092	1.000000	0.114192	0.057002	0.057867	0.929440	0.127562	0.014103	0.528501	
95.000000	0	class1	------	3.000000	0.569800	0.536113	0.710306	0.071800	0.038547	0.326348	2.873713	1.000000	0.105985	0.072226	0.051000	0.961453	0.110773	0.017943	0.536113	
95.000000	1	class1	------	3.000000	0.540000	0.500594	0.583333	0.002400	0.001853	0.055093	1.640834	1.000000	0.003034	0.001188	0.001400	0.998147	0.003041	0.000295	0.500594	
95.000000	2	class2	------	2.000000	0.483500	0.512462	0.585366	0.135300	0.121851	0.359014	1.204552	1.000000	0.132953	0.024925	0.079200	0.878149	0.146775	0.006192	0.512462	
95.000000	3	class2	------	12.000000	0.462000	0.501419	0.833333	0.002400	0.000869	0.060854	4.266123	1.000000	0.003704	0.002838	0.002000	0.999131	0.003706	0.000705	0.501419	
95.000000	4	class2	------	3.000000	0.470600	0.507602	0.652695	0.033400	0.025195	0.198450	1.603474	1.000000	0.039550	0.015205	0.021800	0.974805	0.040400	0.003777	0.507602	
95.000000	5	class2	------	2.000000	0.462700	0.500697	0.556650	0.020300	0.019548	0.143290	1.071271	1.000000	0.020598	0.001393	0.011300	0.980452	0.020941	0.000346	0.500697	
95.000000	6	class2	------	2.000000	0.477200	0.511215	0.617647	0.071400	0.059296	0.277274	1.378286	1.000000	0.077791	0.022431	0.044100	0.940704	0.081727	0.005573	0.511215	
95.000000	7	class2	------	3.000000	0.462800	0.501618	0.620000	0.010000	0.008254	0.106748	1.392103	1.000000	0.011410	0.003236	0.006200	0.991746	0.011490	0.000804	0.501618	
95.000000	8	class2	------	2.000000	0.492100	0.519841	0.604759	0.151300	0.129887	0.384116	1.305519	1.000000	0.152653	0.039683	0.091500	0.870113	0.169570	0.009859	0.519841	
------	------	------	9.000000	3.555556	0.491189	0.510174	0.640454	0.055367	0.045033	0.212354	1.859542	1.000000	0.060853	0.020347	0.034278	0.954967	0.065381	0.005055	0.510174	
96.000000	0	class1	------	3.000000	0.540900	0.501422	0.522124	0.011300	0.009993	0.112734	1.284676	1.000000	0.012688	0.002845	0.005900	0.990007	0.012837	0.000707	0.501422	
96.000000	1	class2	------	2.000000	0.491300	0.520546	0.613457	0.139700	0.117493	0.374103	1.349745	1.000000	0.144179	0.041093	0.085700	0.882507	0.158586	0.010206	0.520546	
96.000000	2	class2	------	3.000000	0.525500	0.525822	0.566151	0.498100	0.470191	0.525807	1.109837	1.000000	0.372769	0.051644	0.282000	0.529809	0.521836	0.012827	0.525822	
96.000000	3	class2	------	1.000000	0.514000	0.514661	0.555172	0.493000	0.477154	0.514596	1.061453	1.000000	0.360274	0.029323	0.273700	0.522846	0.506477	0.007283	0.514661	
96.000000	4	class2	------	2.000000	0.476600	0.511109	0.615176	0.073800	0.061793	0.280750	1.359572	1.000000	0.079817	0.022219	0.045400	0.938207	0.084012	0.005518	0.511109	
96.000000	5	class2	------	4.000000	0.459300	0.496160	0.496552	0.043500	0.047650	0.195105	0.838831	0.000000	0.038414	-0.007680	0.021600	0.952350	0.039970	-0.001907	0.496160	
96.000000	6	class2	------	4.000000	0.462100	0.500264	0.545126	0.027700	0.027415	0.164852	1.019227	1.000000	0.027306	0.000527	0.015100	0.972585	0.027942	0.000131	0.500264	
96.000000	7	class2	------	3.000000	0.458100	0.496693	0.466063	0.022100	0.025674	0.136274	0.742369	0.000000	0.018653	-0.006615	0.010300	0.974326	0.019060	-0.001643	0.496693	
96.000000	8	class2	------	1.000000	0.507800	0.537033	0.670680	0.141200	0.101175	0.396876	1.732055	1.000000	0.161356	0.074066	0.094700	0.898825	0.175241	0.018396	0.537033	
96.000000	9	class2	------	2.000000	0.468800	0.502705	0.557072	0.080600	0.077676	0.276826	1.069653	1.000000	0.077938	0.005410	0.044900	0.922324	0.083087	0.001344	0.502705	
96.000000	10	class2	------	3.000000	0.479300	0.513982	0.636996	0.071900	0.056789	0.282735	1.492415	1.000000	0.080847	0.027964	0.045800	0.943211	0.084752	0.006945	0.513982	
------	------	------	11.000000	2.545455	0.489427	0.510945	0.567688	0.145718	0.133909	0.296424	1.187258	0.818182	0.124931	0.021891	0.084100	0.866091	0.155800	0.005437	0.510945	
97.000000	0	class1	------	8.000000	0.554500	0.504029	0.973684	0.003800	0.000182	0.090759	45.386996	1.000000	0.008237	0.008057	0.003700	0.999818	0.008239	0.001993	0.504029	
97.000000	1	class2	------	3.000000	0.450800	0.501317	0.717949	0.003900	0.002449	0.071205	2.075084	1.000000	0.005072	0.002633	0.002800	0.997551	0.005083	0.000651	0.501317	
------	------	------	2.000000	5.500000	0.502650	0.502673	0.845816	0.003850	0.001315	0.080982	23.731040	1.000000	0.006655	0.005345	0.003250	0.998685	0.006661	0.001322	0.502673	
98.000000	0	class1	------	3.000000	0.519700	0.519088	0.472239	0.491700	0.474406	0.519048	1.080473	1.000000	0.325895	0.038177	0.232200	0.525594	0.512583	0.009460	0.519088	
98.000000	1	class1	------	3.000000	0.526200	0.503483	0.459690	0.258000	0.254845	0.441689	1.027333	1.000000	0.200203	0.006966	0.118600	0.745155	0.261810	0.001726	0.503483	
98.000000	2	class1	------	6.000000	0.552000	0.505557	0.962963	0.005400	0.000366	0.107121	31.395143	1.000000	0.011474	0.011113	0.005200	0.999634	0.011479	0.002754	0.505557	
98.000000	3	class1	------	2.000000	0.548100	0.503035	0.527094	0.020300	0.017550	0.152334	1.345866	1.000000	0.023130	0.006070	0.010700	0.982450	0.023620	0.001504	0.503035	
98.000000	4	class1	------	2.000000	0.554000	0.520738	0.524272	0.144200	0.125411	0.382044	1.330720	1.000000	0.144939	0.041476	0.075600	0.874589	0.166887	0.010277	0.520738	
98.000000	5	class1	------	3.000000	0.537000	0.496493	0.427954	0.069400	0.072578	0.246586	0.903348	0.000000	0.060280	-0.007015	0.029700	0.927422	0.065563	-0.001738	0.496493	
98.000000	6	class1	------	3.000000	0.543700	0.503603	0.477428	0.073100	0.069835	0.267697	1.103192	1.000000	0.071050	0.007206	0.034900	0.930165	0.077042	0.001786	0.503603	
98.000000	7	class2	------	13.000000	0.453500	0.500362	0.666667	0.001500	0.001104	0.042733	1.656307	1.000000	0.001826	0.000724	0.001000	0.998896	0.001828	0.000179	0.500362	
------	------	------	8.000000	4.375000	0.529275	0.506545	0.564788	0.132950	0.127012	0.269907	4.980298	0.875000	0.104850	0.013090	0.063488	0.872988	0.140102	0.003244	0.506545	
